StockCode,canonical_description,total_units_sold,gross_revenue,number_of_orders,number_of_customers,return_value,net_revenue
20752,BLUE POLKADOT WASHING UP GLOVES,1526.0,2939.6800000000003,358.0,188.0,-6.300000000000001,2933.38
20753,RETRO PINK SPOT WASHING UP GLOVES,218.0,509.00000000000006,56.0,30.0,-4.2,504.80000000000007
20754,RETROSPOT RED WASHING UP GLOVES,5157.0,10604.550000000001,852.0,363.0,-66.30000000000001,10538.250000000002
20755,BLUE PAISLEY POCKET BOOK,5161.0,1104.95,122.0,74.0,0.0,1104.95
20756,GREEN FERN POCKET BOOK,5728.0,851.5600000000001,64.0,40.0,0.0,851.5600000000001
20757,RED DAISY POCKET BOOK ,5360.0,901.75,78.0,49.0,0.0,901.75
20758,ABSTRACT CIRCLES POCKET BOOK,5438.0,964.4699999999999,95.0,61.0,-0.85,963.6199999999999
20759,CHRYSANTHEMUM POCKET BOOK ,5782.0,895.38,63.0,35.0,0.0,895.38
20760,GARDEN PATH POCKET BOOK,5554.0,1317.06,81.0,47.0,0.0,1317.06
20761,BLUE PAISLEY SKETCHBOOK,466.0,1460.2,146.0,93.0,-15.0,1445.2
20762,GREEN FERN SKETCHBOOK ,466.0,1381.53,136.0,88.0,-15.0,1366.53
20763,DAISY SKETCHBOOK ,269.0,714.23,74.0,54.0,-15.0,699.23
20764,ABSTRACT CIRCLES SKETCHBOOK ,690.0,2153.51,193.0,107.0,-15.0,2138.51
20765,CHRYSANTHEMUM SKETCHBOOK ,448.0,1287.56,146.0,96.0,-18.75,1268.81
20766,GARDEN PATH SKETCHBOOK,523.0,1571.09,155.0,100.0,-15.0,1556.09
20767,BLUE PAISLEY JOURNAL ,814.0,1746.71,179.0,112.0,-17.849999999999998,1728.8600000000001
20768,GREEN FERN JOURNAL ,770.0,1541.84,149.0,98.0,0.0,1541.84
20769,DAISY JOURNAL ,442.0,819.01,79.0,48.0,0.0,819.01
20770,ABSTRACT CIRCLE JOURNAL ,1055.0,2215.81,201.0,94.0,-20.099999999999998,2195.71
20771,CHRYSANTHEMUM  JOURNAL,609.0,1209.33,140.0,91.0,-15.299999999999999,1194.03
20772,GARDEN PATH JOURNAL,974.0,1863.9499999999998,161.0,105.0,-320.25000000000006,1543.6999999999998
20773,BLUE PAISLEY NOTEBOOK,3356.0,992.03,117.0,78.0,-1.65,990.38
20774,GREEN FERN NOTEBOOK,3492.0,975.68,119.0,68.0,-1.65,974.03
20775,DAISY NOTEBOOK ,3606.0,931.55,112.0,43.0,0.0,931.55
20776,ABSTRACT CIRCLES NOTEBOOK,3258.0,832.66,84.0,50.0,0.0,832.66
20777,CHRYSANTHEMUM NOTEBOOK,3669.0,1280.97,169.0,78.0,-4.949999999999999,1276.02
20778,GARDEN PATH NOTEBOOK ,3615.0,950.9599999999999,90.0,66.0,-4.949999999999999,946.0099999999999
20779,PINK EAR MUFF HEADPHONES,0.0,0.0,0.0,0.0,-14.790000000000001,-14.790000000000001
20780,BLACK EAR MUFF HEADPHONES,247.0,1417.25,98.0,35.0,-5.49,1411.76
20781,GOLD EAR MUFF HEADPHONES,106.0,596.4,61.0,34.0,-32.94,563.46
20782,CAMOUFLAGE EAR MUFF HEADPHONES,169.0,1094.46,87.0,39.0,-38.43,1056.03
20783,HEART EAR MUFF HEADPHONES,165.0,1051.4,55.0,20.0,-21.12,1030.2800000000002
20784,RED RETRO BAR STOOL,101.0,3570.87,37.0,6.0,-39.95,3530.92
20785,FUSCHIA RETRO BAR STOOL,102.0,3672.35,36.0,14.0,-39.95,3632.4
20786,BLACK RETRO BAR STOOL,99.0,3533.9,31.0,9.0,-79.9,3454.0
20787,BLUE RETRO BAR STOOL,69.0,2535.1,30.0,7.0,0.0,2535.1
20791,BLUE TILED SET OF 3 DRAWERS,5.0,63.75,1.0,1.0,-63.75,0.0
20793,BLUE TILED TRAY,281.0,518.5,22.0,13.0,-33.75,484.75
20794,BLUE  TILE HOOK,213.0,596.0799999999999,48.0,27.0,-45.9,550.18
20795,LARGE BLUE PROVENCAL CERAMIC BALL,135.0,308.7,29.0,15.0,-14.7,294.0
20796,SMALL BLUE PROVENCAL CERAMIC BALL,99.0,182.15999999999997,22.0,11.0,0.0,182.15999999999997
20798,CLEAR MILKSHAKE GLASS,565.0,1337.55,83.0,35.0,-146.85,1190.7
20799,PINK MILKSHAKE GLASS,200.0,355.33,26.0,11.0,-29.459999999999997,325.87
20800,LARGE GLASS SUNDAE DISH CLEAR,1005.0,303.96,5.0,2.0,0.0,303.96
20801,LARGE PINK GLASS SUNDAE DISH,1094.0,1432.12,111.0,61.0,-24.0,1408.12
20802,SMALL GLASS SUNDAE DISH CLEAR,1067.0,1630.05,116.0,68.0,-34.92,1595.1299999999999
20803,SMALL PINK GLASS SUNDAE DISH,1154.0,891.26,84.0,50.0,-38.459999999999994,852.8
20804,GLASS CHICKEN BUTTER DISH,325.0,579.31,61.0,21.0,-69.6,509.7099999999999
20812,EMBOSSED FLOWER TRELLIS PHOTO FRAME,5.0,12.75,3.0,3.0,0.0,12.75
20814,SILVER FINCH DECORATION,189.0,208.89000000000001,13.0,7.0,-16.25,192.64000000000001
20816,GOLD FLOWER CUSHION COVER ,24.0,123.6,7.0,5.0,-33.75,89.85
20818,GOLD TEDDY BEAR,87.0,268.5,30.0,20.0,0.0,268.5
20819,SILVER TEDDY BEAR,229.0,635.24,65.0,39.0,0.0,635.24
20820,SILVER LOOKING MIRROR,14.0,69.30000000000001,8.0,6.0,0.0,69.30000000000001
20821,GOLDIE LOOKING MIRROR,42.0,286.42,25.0,10.0,-69.30000000000001,217.12
20822,SILVER WINE GOBLET,2.0,9.3,1.0,1.0,-9.3,0.0
20823,GOLD WINE GOBLET,253.0,533.71,19.0,14.0,-18.6,515.11
20825,GOLD WINE GLASS,361.0,1255.08,7.0,5.0,-22.5,1232.58
20826,SILVER APERITIF GLASS,355.0,290.72,14.0,11.0,0.0,290.72
20827,GOLD APERITIF GLASS,173.0,209.36,8.0,5.0,0.0,209.36
20828,GLITTER BUTTERFLY CLIPS,4468.0,11062.76,607.0,261.0,-76.5,10986.26
20829,GLITTER HANGING BUTTERFLY STRING,4842.0,9875.44,481.0,207.0,-1804.06,8071.380000000001
20830,SILVER PHOTO FRAME,407.0,964.61,82.0,36.0,-27.32,937.29
20831,GOLD PHOTO FRAME,474.0,927.96,79.0,34.0,-12.600000000000001,915.36
20832,RED FLOCK LOVE HEART PHOTO FRAME,1690.0,1134.35,158.0,86.0,-6.8,1127.55
20833,SHAKER THROW  QUILTED,52.0,811.8,5.0,3.0,-49.95,761.8499999999999
20835,FRENCH LATTICE CUSHION COVER ,81.0,98.03999999999999,10.0,8.0,0.0,98.03999999999999
20836,FRENCH PAISLEY CUSHION COVER,224.0,250.0,22.0,18.0,-45.36000000000001,204.64
20837,FRENCH FLORAL CUSHION COVER ,165.0,188.07,18.0,17.0,0.0,188.07
20838,FRENCH LATTICE CUSHION COVER ,446.0,565.8,63.0,36.0,-10.2,555.5999999999999
20839,FRENCH PAISLEY CUSHION COVER ,642.0,1063.77,118.0,53.0,0.0,1063.77
20840,FRENCH FLORAL CUSHION COVER ,886.0,1428.4099999999999,93.0,50.0,-365.85,1062.56
20845,ZINC HEART LATTICE 2 WALL PLANTER,76.0,502.27,24.0,15.0,0.0,502.27
20846,ZINC HEART LATTICE T-LIGHT HOLDER,1470.0,1999.48,169.0,105.0,0.0,1999.48
20847,ZINC HEART LATTICE CHARGER LARGE,81.0,341.97,27.0,17.0,-7.62,334.35
20848,ZINC HEART LATTICE CHARGER SMALL,39.0,115.05000000000001,12.0,10.0,0.0,115.05000000000001
20849,ZINC HEART LATTICE DOUBLE PLANTER,674.0,593.03,24.0,15.0,0.0,593.03
20850,ZINC HEART LATTICE PLANTER BOWL,820.0,713.8000000000001,23.0,19.0,0.0,713.8000000000001
20851,ZINC HEART LATTICE TRAY OVAL ,335.0,429.57,28.0,21.0,-11.9,417.67
20854,BLUE PATCH PURSE PINK HEART,459.0,742.78,107.0,66.0,-24.749999999999996,718.03
20855,PINK PATCH PURSE BLUE HEART,142.0,234.29999999999998,47.0,41.0,-1.65,232.64999999999998
20856,DENIM PATCH PURSE PINK BUTTERFLY,417.0,688.9399999999999,122.0,70.0,-18.15,670.79
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,255.0,420.75,73.0,57.0,-26.4,394.35
20858,SILVER PURSE GOLD PINK BUTTERFLY,4.0,6.6,1.0,1.0,0.0,6.6
20860,GOLD COSMETICS BAG WITH BUTTERFLY,20.0,42.0,11.0,10.0,0.0,42.0
20861,GOLD COSMETIC BAG PINK STAR,47.0,98.7,16.0,15.0,0.0,98.7
20862,PINK PATCH PENCIL CASE BLUE HEART,325.0,691.1400000000001,37.0,21.0,-2.1,689.0400000000001
20863,BLUE PATCH PENCIL CASE PINK HEART,293.0,601.53,50.0,35.0,-2.1,599.43
20864,DENIM PATCH PENCIL CASE BUTTERFLY,252.0,498.14000000000004,29.0,20.0,-2.1,496.04
20865,PATCHWORK PENCIL CASE BUTTERFLY ,251.0,500.49,33.0,24.0,-145.47,355.02
20866,BLUE ROSE FABRIC MIRROR,1284.0,1377.69,191.0,76.0,-127.2,1250.49
20867,PINK ROSE FABRIC MIRROR,1140.0,1153.2,153.0,68.0,0.0,1153.2
20868,SILVER FABRIC MIRROR,882.0,518.07,71.0,40.0,0.0,518.07
20869,GOLD FABRIC MIRROR,529.0,295.12,53.0,30.0,0.0,295.12
20870,OPULENT VELVET CANDLE IN BOX,29.0,52.2,7.0,4.0,-2.1,50.1
20871,OPULENT VELVET SET/3 CANDLES,1273.0,1978.0500000000002,127.0,72.0,-4.2,1973.8500000000001
20877,MODERN CHRISTMAS BAUBLE CANDLE ,12.0,5.04,5.0,3.0,0.0,5.04
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,761.0,982.51,85.0,61.0,0.0,982.51
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,57.0,67.8,11.0,8.0,-201.60000000000002,-133.8
20881,MODERN CHRISTMAS TREE CANDLE,3.0,2.55,2.0,1.0,0.0,2.55
20882,MODERN CHRISTMAS TREE CANDLE,3.0,8.850000000000001,2.0,1.0,0.0,8.850000000000001
20884,MODERN CHRISTMAS TREE CANDLE ,3.0,6.300000000000001,3.0,2.0,0.0,6.300000000000001
20885,BOX OF 3 PEBBLE CANDLES,1.0,2.95,1.0,1.0,-2.95,0.0
20886,BOX OF 9 PEBBLE CANDLES,1787.0,3577.7999999999997,308.0,163.0,-11.7,3566.1
20887,BOX OF 6 PEBBLE CANDLES,18.0,118.39,8.0,4.0,0.0,118.39
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,367.0,547.74,19.0,10.0,0.0,547.74
20889,JARDIN DE FEMME SCENTED CANDLE,657.0,398.03999999999996,13.0,12.0,0.0,398.03999999999996
20890,SMALL GLASS ROSE SCENTED CANDLE,605.0,202.62,4.0,1.0,0.0,202.62
20891,LARGE GLASS ROSE SCENTED CANDLE ,684.0,236.32999999999998,3.0,1.0,0.0,236.32999999999998
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,105.0,1159.08,38.0,21.0,-206.15,952.93
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,667.0,1535.39,76.0,41.0,-310.05000000000007,1225.3400000000001
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,271.0,839.1,79.0,47.0,-16.9,822.2
20895,VINTAGE NOTEBOOK FRENCH LETTER ,16.0,47.20000000000001,4.0,3.0,0.0,47.20000000000001
20896,VINTAGE NOTEBOOK PINK FLOWER,39.0,115.05000000000001,14.0,13.0,0.0,115.05000000000001
20897,VINTAGE NOTEBOOK PARIS DAYS,358.0,872.3100000000001,75.0,29.0,-53.10000000000001,819.21
20898,VINTAGE NOTEBOOK TRAVELOGUE,327.0,693.9200000000001,53.0,35.0,-17.700000000000003,676.22
20899,VINTAGE NOTEBOOK RED ROSE,44.0,129.8,12.0,12.0,0.0,129.8
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,91.0,806.58,67.0,14.0,-12.7,793.88
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,212.0,1588.8,116.0,11.0,0.0,1588.8
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,189.0,932.5,86.0,19.0,-6.35,926.15
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,10.0,63.5,4.0,3.0,0.0,63.5
20906,VINTAGE NOTEBOOK BEAUTY GIRL,102.0,371.19,47.0,25.0,0.0,371.19
20910,VINTAGE PHOTO ALBUM PARIS DAYS,108.0,781.8199999999999,47.0,11.0,0.0,781.8199999999999
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,314.0,898.7199999999999,43.0,26.0,0.0,898.7199999999999
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,18952.0,53335.66,2030.0,647.0,-1095.35,52240.310000000005
20931,BLUE POT PLANT CANDLE ,676.0,2260.9300000000003,157.0,91.0,-87.55000000000001,2173.38
20932,PINK POT PLANT CANDLE,333.0,1143.97,81.0,54.0,-55.75,1088.22
20933,YELLOW POT PLANT CANDLE,505.0,1329.4900000000002,52.0,38.0,0.0,1329.4900000000002
20934,SET/3 POT PLANT CANDLES,197.0,1185.07,74.0,44.0,-107.5,1077.57
20935,ROUND CACTUS CANDLE,300.0,574.48,46.0,35.0,-17.700000000000003,556.78
20936,FORKED CACTUS CANDLE,340.0,867.0000000000001,76.0,42.0,-28.700000000000003,838.3000000000001
20939,ORANGE CANDLE,12.0,10.2,1.0,1.0,0.0,10.2
20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,118.0,342.75,22.0,15.0,-106.2,236.55
20941,FROG CANDLE,999.0,898.79,124.0,54.0,-41.35,857.4399999999999
20942,SET/6 GINGERBREAD TREE T-LIGHTS,6.0,7.5,4.0,4.0,-1.25,6.25
20943,SET/6 GINGERBREAD STAR T-LIGHTS,381.0,540.21,71.0,46.0,-1.25,538.96
20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,687.0,353.39,83.0,57.0,0.0,353.39
20952,PORCELAIN CHERUB BELL SMALL,329.0,150.72,24.0,19.0,-119.16,31.560000000000002
20953,PORCELAIN CHERUB BELL LARGE,33.0,54.449999999999996,9.0,7.0,0.0,54.449999999999996
20954,*USB Office Mirror Ball,3.0,25.590000000000003,3.0,0.0,0.0,25.590000000000003
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,2381.0,3160.25,236.0,117.0,-37.5,3122.75
20957,PORCELAIN HANGING BELL SMALL,126.0,184.60999999999999,15.0,12.0,-2.9,181.70999999999998
20958,PORCELAIN HANGING BELL LARGE,38.0,70.5,10.0,9.0,0.0,70.5
20960,WATERMELON BATH SPONGE,1908.0,2570.92,215.0,85.0,0.0,2570.92
20961,STRAWBERRY BATH SPONGE ,3672.0,4886.57,514.0,177.0,-88.75,4797.82
20963,APPLE BATH SPONGE,3642.0,4932.62,509.0,168.0,-12.5,4920.12
20964,POLYESTER FILLER PAD 60x40cm,20.0,50.99999999999999,6.0,6.0,0.0,50.99999999999999
20966,SANDWICH BATH SPONGE,3151.0,4500.68,420.0,137.0,-1.25,4499.43
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1139.0,4320.08,296.0,187.0,-75.0,4245.08
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,43.0,185.11,19.0,14.0,0.0,185.11
20969,RED FLORAL FELTCRAFT SHOULDER BAG,3290.0,12300.1,613.0,285.0,-491.91,11808.19
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2543.0,9617.0,574.0,278.0,-11.25,9605.75
20971,PINK BLUE FELT CRAFT TRINKET BOX,22580.0,28966.21,1148.0,490.0,-2739.3199999999997,26226.89
20972,PINK CREAM FELT CRAFT TRINKET BOX ,20704.0,25080.59,1397.0,568.0,-1553.39,23527.2
20973,12 PENCIL SMALL TUBE WOODLAND,10047.0,6918.120000000001,658.0,309.0,-5.85,6912.27
20974,12 PENCILS SMALL TUBE SKULL,13493.0,8883.54,822.0,370.0,-397.8,8485.740000000002
20975,12 PENCILS SMALL TUBE RED RETROSPOT,18668.0,12255.730000000001,902.0,460.0,-858.35,11397.380000000001
20976,12 PENCILS SMALL TUBE POSY,549.0,376.34000000000003,76.0,51.0,0.0,376.34000000000003
20977,36 PENCILS TUBE WOODLAND,3847.0,5138.74,485.0,242.0,-95.0,5043.74
20978,36 PENCILS TUBE SKULLS,4149.0,5479.83,557.0,253.0,-22.5,5457.33
20979,36 PENCILS TUBE RED RETROSPOT,8213.0,10343.06,709.0,310.0,-463.18,9879.88
20980,36 PENCILS TUBE POSY,234.0,283.56,58.0,35.0,-11.25,272.31
20981,12 PENCILS TALL TUBE WOODLAND,4773.0,4118.34,513.0,290.0,-67.14999999999999,4051.19
20982,12 PENCILS TALL TUBE SKULLS,4915.0,4298.2,576.0,316.0,-24.65,4273.55
20983,12 PENCILS TALL TUBE RED RETROSPOT,6326.0,5508.179999999999,641.0,359.0,-26.349999999999998,5481.829999999999
20984,12 PENCILS TALL TUBE POSY,5875.0,1947.7599999999998,245.0,178.0,-44.760000000000005,1902.9999999999998
20985,HEART CALCULATOR,2386.0,3070.5099999999998,291.0,162.0,-54.43,3016.08
20986,BLUE CALCULATOR RULER,1246.0,1584.84,204.0,94.0,0.0,1584.84
20987,GEISHA GIRL CHOPSTICKS SET/5,131.0,288.35,22.0,11.0,0.0,288.35
20988,TRELLIS FLOWER CHOPSTICKS SET/5,24.0,46.8,9.0,8.0,0.0,46.8
20989,URBAN CHIC CHOPSTICKS SET/5,407.0,782.18,57.0,29.0,-3.9,778.28
20990,SPRING FLOWER CHOPSTICKS SET/5,895.0,1706.1399999999999,103.0,54.0,-1.95,1704.1899999999998
20991,JAZZ HEARTS MAGNETIC MEMO PAD,7084.0,884.5600000000002,32.0,12.0,0.0,884.5600000000002
20992,JAZZ HEARTS PURSE NOTEBOOK,6196.0,3262.7,433.0,222.0,0.0,3262.7
20993,JAZZ HEARTS MEMO PAD,10967.0,1334.1100000000001,32.0,23.0,0.0,1334.1100000000001
20994,JAZZ HEARTS SPIRAL NOTEPAD,47.0,39.949999999999996,12.0,12.0,0.0,39.949999999999996
20996,JAZZ HEARTS ADDRESS BOOK,6337.0,1705.28,335.0,179.0,-5.88,1699.3999999999999
20997,ROSE DU SUD CUSHION COVER ,170.0,796.74,83.0,25.0,0.0,796.74
20998,ROSE DU SUD OVEN GLOVE,332.0,969.23,127.0,52.0,0.0,969.23
21000,ROSE DU SUD COSMETICS BAG,695.0,1762.67,94.0,37.0,0.0,1762.67
21001,ROSE DU SUD WASHBAG ,148.0,749.01,90.0,29.0,0.0,749.01
21002,ROSE DU SUD DRAWSTRING BAG,429.0,1547.54,184.0,25.0,0.0,1547.54
21003,ROSE DU SUD CUSHION COVER,109.0,647.75,64.0,10.0,0.0,647.75
21004,ROSE DU SUD CHILDS APRON,137.0,625.07,70.0,40.0,0.0,625.07
21007,ETCHED GLASS DROPLET DECORATION,1927.0,914.6700000000001,48.0,36.0,0.0,914.6700000000001
21008,ETCHED GLASS HEART TREE DECORATION,1.0,2.51,1.0,0.0,0.0,2.51
21009,ETCHED GLASS STAR TREE DECORATION,1047.0,1494.99,102.0,72.0,-18.75,1476.24
21010,ETCHED GLASS BIRD TREE DECORATION,850.0,1114.76,83.0,62.0,-15.0,1099.76
21011,GLITTER SNOW PEAR TREE DECORATION,1858.0,1399.8999999999999,118.0,84.0,-4.35,1395.55
21012,ANTIQUE ALL GLASS CANDLESTICK,2362.0,4450.7,299.0,112.0,-10.5,4440.2
21014,SWISS CHALET TREE DECORATION ,1973.0,1038.6599999999999,189.0,91.0,-0.72,1037.9399999999998
21015,DARK BIRD HOUSE TREE DECORATION,1720.0,797.3299999999999,186.0,80.0,-1.16,796.17
21016,LIGHT BIRD HOUSE TREE DECORATION,834.0,582.85,82.0,58.0,-1.68,581.1700000000001
21017,RED BIRD HOUSE TREE DECORATION,659.0,535.89,87.0,32.0,0.0,535.89
21018,BIRD BOX CHRISTMAS TREE DECORATION,235.0,203.07,42.0,30.0,0.0,203.07
21025,SPACE FROG,313.0,414.89,81.0,30.0,0.0,414.89
21026,SPACE OWL,553.0,724.25,124.0,48.0,0.0,724.25
21027,NINJA RABBIT PINK,357.0,437.37,77.0,39.0,0.0,437.37
21028,NINJA RABBIT BLACK,324.0,426.41,92.0,31.0,0.0,426.41
21030,SPACE CADET RED,240.0,292.15,51.0,37.0,0.0,292.15
21031,SPACE CADET BLACK,146.0,180.46,39.0,23.0,-1.25,179.21
21032,SPACE CADET WHITE,205.0,254.66,50.0,28.0,-3.75,250.91
21033,JUMBO BAG CHARLIE AND LOLA TOYS,4623.0,10240.04,573.0,163.0,-31.29,10208.75
21034,REX CASH+CARRY JUMBO SHOPPER,4080.0,3876.0,1902.0,800.0,-26.599999999999998,3849.4
21035,SET/2 RED RETROSPOT TEA TOWELS ,6079.0,18951.77,929.0,327.0,-570.65,18381.12
21036,SET/2 TEA TOWELS MODERN VINTAGE,1.0,2.55,1.0,1.0,0.0,2.55
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,170.0,367.28000000000003,52.0,39.0,-5.9,361.38000000000005
21039,RED RETROSPOT SHOPPING BAG,1319.0,3445.6699999999996,228.0,141.0,-40.8,3404.8699999999994
21040,MODERN VINTAGE COTTON SHOPPING BAG,895.0,1128.3999999999999,68.0,43.0,0.0,1128.3999999999999
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2724.0,9279.59,525.0,191.0,-38.35,9241.24
21042,RED RETROSPOT APRON ,1500.0,8884.73,399.0,200.0,-105.80000000000001,8778.93
21043,APRON MODERN VINTAGE COTTON,677.0,1921.03,141.0,81.0,-17.85,1903.18
21051,RIBBONS PURSE ,758.0,1498.7800000000002,127.0,79.0,-12.600000000000001,1486.1800000000003
21053,ZINC HEART HANGER WITH HOOKS,0.0,0.0,0.0,0.0,-4.25,-4.25
21054,NURSE'S BAG SOFT TOY,390.0,3609.6,182.0,119.0,-17.9,3591.7
21055,TOOL BOX SOFT TOY ,404.0,4032.31,222.0,122.0,-62.64999999999999,3969.66
21056,DOCTOR'S BAG SOFT TOY,558.0,5077.679999999999,195.0,119.0,-693.9,4383.78
21058,PARTY INVITES WOODLAND,2413.0,2070.85,275.0,148.0,-10.2,2060.65
21059,PARTY INVITES DINOSAURS,1620.0,1368.9599999999998,221.0,158.0,-20.4,1348.5599999999997
21060,PARTY INVITES BALLOON GIRL,1288.0,962.75,151.0,102.0,0.0,962.75
21061,PARTY INVITES FOOTBALL,1432.0,1077.1599999999999,163.0,104.0,-10.2,1066.9599999999998
21062,PARTY INVITES SPACEMAN,1077.0,896.27,136.0,102.0,0.0,896.27
21063,PARTY INVITES JAZZ HEARTS,1492.0,1286.87,238.0,143.0,-3.4,1283.4699999999998
21064,BOOM BOX SPEAKER BOYS,904.0,4557.84,171.0,75.0,-53.550000000000004,4504.29
21065,BOOM BOX SPEAKER GIRLS,610.0,1473.18,118.0,44.0,-39.910000000000004,1433.27
21066,VINTAGE RED MUG,2286.0,1499.69,131.0,81.0,-30.0,1469.69
21067,VINTAGE RED TEATIME MUG,4792.0,3873.2200000000003,266.0,130.0,-39.760000000000005,3833.46
21068,VINTAGE BILLBOARD LOVE/HATE MUG,4396.0,4585.41,373.0,149.0,-98.33000000000001,4487.08
21069,VINTAGE BILLBOARD TEA MUG,5148.0,5474.43,279.0,110.0,-770.8900000000001,4703.54
21070,VINTAGE BILLBOARD MUG ,2050.0,2108.5,229.0,107.0,-33.32,2075.18
21071,VINTAGE BILLBOARD DRINK ME MUG,4450.0,5221.45,472.0,163.0,-13.67,5207.78
21076,SET/20 COLLAGE PAPER NAPKIN ,843.0,714.55,92.0,60.0,-0.85,713.6999999999999
21077,SET/20 WOODLAND PAPER NAPKINS ,2790.0,2058.1,192.0,111.0,0.0,2058.1
21078,SET/20 STRAWBERRY PAPER NAPKINS ,7227.0,6200.639999999999,741.0,342.0,-1.7,6198.94
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,31801.0,26013.27,2123.0,798.0,-433.66999999999996,25579.600000000002
21081,SET/20 POSIES PAPER NAPKINS,4.0,3.4,4.0,4.0,0.0,3.4
21082,SET/20 FRUIT SALAD PAPER NAPKINS ,7183.0,1960.45,163.0,94.0,-523.94,1436.51
21084,SET/6 COLLAGE PAPER CUPS,2929.0,1008.8100000000001,223.0,113.0,-4.5600000000000005,1004.2500000000001
21085,SET/6 WOODLAND PAPER CUPS,13731.0,1872.68,66.0,42.0,0.0,1872.68
21086,SET/6 RED SPOTTY PAPER CUPS,16887.0,10939.75,843.0,311.0,-422.64000000000004,10517.11
21087,SET/6 POSIES PAPER CUPS,260.0,168.08,32.0,19.0,0.0,168.08
21088,SET/6 FRUIT SALAD PAPER CUPS,16615.0,1816.73,136.0,95.0,-572.52,1244.21
21089,SET/6 GREEN SPRING PAPER CUPS,325.0,113.84,40.0,32.0,0.0,113.84
21090,SET/6 COLLAGE PAPER PLATES,3109.0,1730.79,278.0,129.0,-14.04,1716.75
21091,SET/6 WOODLAND PAPER PLATES,13700.0,1868.7,47.0,31.0,0.0,1868.7
21092,SET/6 STRAWBERRY PAPER PLATES,12846.0,1571.5,28.0,15.0,-20.4,1551.1
21094,SET/6 RED SPOTTY PAPER PLATES,20160.0,15723.119999999999,984.0,328.0,-495.24,15227.88
21095,SET/6 POSIES PAPER PLATES,303.0,281.37,40.0,24.0,0.0,281.37
21096,SET/6 FRUIT SALAD  PAPER PLATES,15919.0,2711.71,143.0,91.0,-911.0400000000001,1800.67
21097,SET/6 GREEN SPRING  PAPER PLATE,32.0,27.2,7.0,5.0,0.0,27.2
21098,CHRISTMAS TOILET ROLL,9007.0,14174.210000000001,596.0,269.0,-246.39000000000001,13927.820000000002
21099,SET/6 STRAWBERRY PAPER CUPS,13290.0,1516.64,33.0,20.0,-78.0,1438.64
21100,CHARLIE AND LOLA CHARLOTTE BAG,2546.0,3812.58,269.0,119.0,-6.6,3805.98
21102,"CANDLE IN JAR COLLAGE , VANILLA",82.0,221.07999999999998,20.0,10.0,-79.05,142.02999999999997
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,801.0,2455.09,169.0,98.0,0.0,2455.09
21107,CREAM SLICE FLANNEL PINK SPOT ,2452.0,7042.950000000001,313.0,167.0,0.0,7042.950000000001
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,13087.0,25859.050000000003,613.0,325.0,-6614.370000000001,19244.68
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",1181.0,4550.95,223.0,131.0,-13.5,4537.45
21110,LARGE CAKE TOWEL PINK SPOTS,1651.0,7824.08,329.0,173.0,-38.9,7785.18
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1408.0,3299.35,214.0,109.0,-20.650000000000002,3278.7
21112,"SWISS ROLL TOWEL, PINK  SPOTS",2234.0,5531.5,189.0,104.0,-507.29999999999995,5024.2
21114,LAVENDER SCENTED FABRIC HEART,5733.0,7399.66,494.0,359.0,-75.0,7324.66
21115,ROSE CARAVAN DOORSTOP,1257.0,8046.38,431.0,266.0,-6.75,8039.63
21116,OWL DOORSTOP,1385.0,8094.27,534.0,164.0,-4.95,8089.320000000001
21117,BLOND DOLL DOORSTOP,328.0,502.08,26.0,23.0,0.0,502.08
21118,SHOPPING BAG DOORSTOP,69.0,104.25,7.0,7.0,0.0,104.25
21119,Glow In The Dark Shot Glasses ,3.0,41.01,3.0,0.0,0.0,41.01
21120,*Boombox Ipod Classic,2.0,33.96,1.0,0.0,0.0,33.96
21121,SET/10 RED POLKADOT PARTY CANDLES,15639.0,18930.58,873.0,466.0,-212.5,18718.08
